state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage,all_pediatric_inpatient_bed_occupied,all_pediatric_inpatient_bed_occupied_coverage,all_pediatric_inpatient_beds,all_pediatric_inpatient_beds_coverage,previous_day_admission_pediatric_covid_confirmed_0_4,previous_day_admission_pediatric_covid_confirmed_0_4_coverage,previous_day_admission_pediatric_covid_confirmed_12_17,previous_day_admission_pediatric_covid_confirmed_12_17_coverage,previous_day_admission_pediatric_covid_confirmed_5_11,previous_day_admission_pediatric_covid_confirmed_5_11_coverage,previous_day_admission_pediatric_covid_confirmed_unknown,previous_day_admission_pediatric_covid_confirmed_unknown_coverage,staffed_icu_pediatric_patients_confirmed_covid,staffed_icu_pediatric_patients_confirmed_covid_coverage,staffed_pediatric_icu_bed_occupancy,staffed_pediatric_icu_bed_occupancy_coverage,total_staffed_pediatric_icu_beds,total_staffed_pediatric_icu_beds_coverage,date,Demo | State Geographic Boundaries
VA,9,31,53,11,49,33,8,59,16668,93,10980,93,232,58,41,93,102,61,1,90,7,58,1150,93,31,58,35,93,237,62,215,93,6,58,5,90,1870,93,0.658747300215983,93,10980,16668,0.029127432517263,58,232,7965,0.019289930988609,58,232,12027,0.021335168616655,58,31,1453,0.614973262032086,93,1150,1870,,0,93,0,92,3,92,2,92,3,92,8,92,10,92,15,92,0,93,0,61,2,61,8,61,10,61,16,61,25,61,23,61,18,61,0,61,7,60,590,1428,55,96,0,133,6,93,4,93,0,59,0,59,38,5,59,93,598,90,909,90,0,90,0,87,0,87,1,88,2,90,124,90,186,90,08/19/2023 12:00:00 AM,
NE,1,5,88,4,79,11,0,37,4765,94,3204,94,25,39,7,94,1,40,0,93,0,39,368,94,1,39,3,94,25,39,32,94,0,39,0,93,487,94,0.672402938090241,94,3204,4765,0.013728720483251,39,25,1821,0.009992006394884,39,25,2502,0.004065040650407,39,1,246,0.75564681724846,94,368,487,,0,94,0,86,0,86,0,86,0,86,2,86,3,86,2,86,0,94,0,40,0,40,0,40,0,40,0,40,1,40,0,40,0,40,0,40,0,5,156,2,163,0,0,0,0,94,1,94,0,34,0,34,1,0,34,94,215,93,324,93,0,93,0,85,0,85,0,93,0,93,73,93,92,93,08/19/2023 12:00:00 AM,
AL,0,6,92,9,30,59,0,40,12361,98,9161,98,56,36,40,98,6,34,2,96,0,34,1054,95,8,38,33,95,45,39,198,98,14,36,21,96,1357,95,0.741121268505784,98,9161,12361,0.026254102203469,36,56,2133,0.016913319238901,36,56,3311,0.017353579175705,38,8,461,0.776713338246131,95,1054,1357,,0,98,1,98,1,98,2,98,6,98,7,98,12,98,11,98,0,98,0,36,0,36,0,36,1,37,0,36,0,38,4,35,1,36,0,34,1,37,0,0,0,0,0,0,2,98,2,98,0,6,0,6,9,0,35,98,285,96,472,96,1,96,0,96,0,96,0,96,0,96,31,96,42,96,08/19/2023 12:00:00 AM,
CT,0,1,32,1,24,8,0,25,7515,33,5741,33,94,25,29,33,15,26,0,32,0,24,595,33,5,25,6,33,91,25,96,33,3,25,1,32,895,33,0.76393878908849,33,5741,7515,0.019086294416244,25,94,4925,0.014868712432774,25,94,6322,0.00625,25,5,800,0.664804469273743,33,595,895,,0,32,0,31,0,31,2,31,5,31,6,31,6,31,10,32,0,33,0,26,1,26,2,26,1,26,4,26,3,26,2,26,2,26,0,26,1,2,1120,0,1140,0,0,0,0,33,0,33,0,1,0,1,1,0,1,33,341,32,481,32,0,32,0,30,0,30,0,32,0,32,14,32,37,32,08/19/2023 12:00:00 AM,
ND,0,2,42,6,28,10,0,25,1715,44,1195,44,1,25,1,44,0,27,1,43,0,26,97,44,0,25,1,44,1,25,6,44,0,25,1,43,198,44,0.696793002915452,44,1195,1715,0.001314060446781,25,1,761,0.000894454382826,25,1,1118,0,25,0,137,0.48989898989899,44,97,198,,0,43,0,39,0,39,0,39,0,39,0,39,0,39,1,40,0,44,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,22,16,0,19,0,0,0,0,44,0,44,0,2,0,2,1,0,2,44,38,43,57,43,1,43,0,38,0,38,0,43,0,43,4,43,10,43,08/19/2023 12:00:00 AM,
PA,1,9,178,18,163,7,17,149,30853,188,22694,188,541,146,47,188,142,154,6,182,9,147,2407,188,31,146,26,188,511,146,316,188,30,146,11,182,3347,188,0.735552458431919,188,22694,30853,0.027051352567628,146,541,19999,0.020249279484972,146,541,26717,0.01039919490104,146,31,2981,0.719151478936361,188,2407,3347,,1,187,2,183,0,183,2,183,4,184,7,183,13,183,20,183,0,188,0,154,6,152,12,152,13,152,11,152,26,152,37,152,37,152,0,154,0,13,0,0,0,0,0,0,3,188,8,188,0,8,0,8,30,0,8,188,1197,182,1670,182,5,182,0,177,1,177,0,182,2,182,339,182,419,182,08/19/2023 12:00:00 AM,
ME,1,3,31,1,21,13,3,12,2824,35,2021,35,42,13,4,35,12,14,0,34,0,13,195,35,7,13,8,35,41,13,52,35,1,13,0,34,310,35,0.715651558073654,35,2021,2824,0.040501446480231,13,42,1037,0.030859662013226,13,42,1361,0.052238805970149,13,7,134,0.629032258064516,35,195,310,,0,35,0,32,0,33,0,33,1,33,0,33,1,33,2,33,0,35,0,14,0,14,0,14,1,14,1,14,5,14,1,14,4,14,0,14,0,3,0,0,0,0,0,0,0,35,1,35,0,5,0,5,0,0,5,35,62,34,93,34,0,34,0,32,0,32,0,34,0,34,10,34,13,34,08/19/2023 12:00:00 AM,
NV,0,3,40,0,5,38,3,6,6815,43,5119,43,44,6,25,43,3,9,3,41,0,6,599,43,8,6,22,43,41,6,110,43,6,39,5,41,769,43,0.751137197358767,43,5119,6815,0.029709655638082,6,44,1481,0.022598870056497,6,44,1947,0.034334763948498,6,8,233,0.778933680104031,43,599,769,,1,43,1,43,1,43,1,43,1,43,7,43,10,43,3,43,0,43,0,9,1,9,0,9,0,9,0,9,0,9,2,9,0,9,0,9,0,5,0,0,0,0,0,0,1,43,1,43,0,5,0,5,5,0,5,43,214,41,323,41,2,41,1,41,0,41,0,41,0,41,75,41,117,41,08/19/2023 12:00:00 AM,
FL,3,40,172,8,125,82,28,109,55732,214,41069,214,934,100,286,215,91,123,22,209,20,110,4657,213,135,100,225,213,894,100,1507,215,40,100,58,209,6411,213,0.736901600516759,214,41069,55732,0.043316946479918,100,934,21562,0.030807797605304,100,934,30317,0.040667678300455,99,134,3295,0.726407736702543,213,4657,6411,,1,211,7,210,6,208,14,209,21,208,53,209,82,209,87,208,16,215,1,122,1,120,2,120,5,120,10,120,13,120,20,120,12,120,28,122,10,89,574,0,50,0,40,270,12,215,20,215,1,94,1,94,100,4,94,215,1717,209,2618,209,13,209,4,202,4,202,1,206,11,209,670,209,970,209,08/19/2023 12:00:00 AM,
ID,0,9,38,2,40,5,2,31,2818,46,1886,46,42,31,9,47,1,31,3,46,0,30,165,47,0,31,0,47,42,31,39,47,0,31,0,46,233,47,0.669268985095813,46,1886,2818,0.021263289555972,30,34,1599,0.015057573073516,30,34,2258,0,31,0,186,0.708154506437768,47,165,233,,1,47,0,41,1,40,1,41,0,39,2,41,2,41,2,41,0,47,0,31,0,31,0,31,0,31,1,31,0,31,0,31,0,31,0,31,0,28,329,40,226,0,0,0,0,47,1,47,0,12,0,12,1,22,12,47,49,46,35,46,3,46,0,40,0,40,0,46,0,46,7,46,9,46,08/19/2023 12:00:00 AM,
SC,17,7,40,17,33,14,11,45,9502,60,6957,60,341,47,35,64,38,47,1,63,0,46,815,64,40,47,25,64,320,47,178,64,21,47,22,63,1236,64,0.73216165017891,60,6957,9502,0.057185572790133,43,306,5351,0.042594654788419,43,306,7184,0.0418410041841,47,40,956,0.659385113268608,64,815,1236,,0,63,1,58,2,58,1,58,1,58,10,58,12,58,7,58,1,59,0,46,3,46,3,46,4,46,3,46,6,46,10,46,9,46,0,42,0,32,413,1595,706,0,0,0,0,64,3,64,0,32,0,32,10,1,32,64,289,63,496,63,1,62,0,57,0,57,0,58,1,63,51,63,95,63,08/19/2023 12:00:00 AM,
AR,1,8,76,11,71,3,2,26,7461,84,5078,84,59,23,28,85,21,25,0,83,0,23,613,84,8,23,11,84,59,23,99,85,0,23,10,83,857,84,0.680605816914623,84,5078,7461,0.038089089735313,23,59,1549,0.027647610121837,23,59,2134,0.026755852842809,23,8,299,0.715285880980163,84,613,857,,1,84,2,79,0,79,1,79,1,79,5,79,5,79,13,80,0,85,0,25,0,24,0,24,3,24,2,24,7,24,5,24,4,24,0,25,1,19,23,0,1,0,0,0,0,85,0,85,0,17,0,17,3,0,17,85,336,83,474,83,0,83,0,77,0,77,0,83,2,83,74,83,85,81,08/19/2023 12:00:00 AM,
NM,0,3,45,15,31,2,0,3,4250,48,3147,48,1,2,6,48,0,39,1,47,0,2,300,47,0,2,5,47,1,2,35,48,0,2,2,47,378,47,0.740470588235294,48,3147,4250,0.017857142857143,2,1,56,0.011494252873563,2,1,87,,2,0,0,0.793650793650794,47,300,378,,0,48,0,44,0,44,0,44,0,44,1,44,3,44,2,44,0,48,0,4,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,4,0,3,45,0,9,0,0,0,0,48,0,48,0,1,0,1,1,0,1,48,179,47,226,47,1,47,0,43,0,43,0,47,0,47,18,47,38,47,08/19/2023 12:00:00 AM,
NY,0,29,141,0,142,28,28,47,44120,168,33917,168,562,43,163,170,16,52,7,162,0,44,3061,168,60,44,94,168,537,43,931,170,25,45,30,162,4385,168,0.768744333635539,168,33917,44120,0.039482928200084,43,562,14234,0.030487143322122,43,562,18434,0.034364261168385,44,60,1746,0.69806157354618,168,3061,4385,,1,168,10,162,7,161,4,161,12,162,32,162,52,163,41,160,4,169,0,52,0,51,1,51,2,51,2,51,3,51,3,51,5,51,0,52,5,32,1730,43,773,0,0,0,2,170,2,170,0,25,0,25,12,0,26,170,1461,162,2498,162,3,161,3,151,0,154,1,162,3,162,251,162,496,162,08/19/2023 12:00:00 AM,
UT,0,5,45,0,41,9,0,36,5798,50,3595,50,31,35,10,50,0,36,0,49,0,35,340,50,3,35,6,50,26,35,34,50,5,35,3,49,523,50,0.620041393583994,50,3595,5798,0.011087267525036,35,31,2796,0.006702702702703,35,31,4625,0.007772020725389,35,3,386,0.650095602294455,50,340,523,,0,50,1,49,3,49,1,49,1,49,1,49,2,49,1,49,0,50,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,13,0,0,0,0,0,0,0,50,0,50,0,13,0,13,1,0,13,50,264,49,397,49,0,49,0,48,0,48,0,49,1,49,30,49,50,49,08/19/2023 12:00:00 AM,
